═══════════════════════════════════════════════════════════════
  分析统计信息
═══════════════════════════════════════════════════════════════
分析类数量: 10163
分析方法数量: 95812
调用图节点数: 27764
调用图边数: 264174
═══════════════════════════════════════════════════════════════

╔══════════════════════════════════════════════════════════════╗
║  Sink #1: lookup                                             ║
║  找到链条...                                                     ║
╚══════════════════════════════════════════════════════════════╝

<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.AbstractSelect: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: boolean containsId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: boolean itemPassesFilters(com.vaadin.data.util.sqlcontainer.RowItem)>->[-1, -1]
<com.vaadin.data.util.filter.Or: boolean passesFilter(java.lang.Object,com.vaadin.data.Item)>->[-1, -1]
<com.vaadin.data.util.filter.Compare: boolean passesFilter(java.lang.Object,com.vaadin.data.Item)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.data.fieldgroup.BeanFieldGroup: com.vaadin.data.fieldgroup.BeanFieldGroup createAndBindFields(java.lang.Object,java.lang.Object,boolean)>->[-1, -1]
<com.vaadin.data.fieldgroup.FieldGroup: void bindMemberFields(java.lang.Object)>->[-1, -1]
<com.vaadin.data.fieldgroup.FieldGroup: void buildAndBindMemberFields(java.lang.Object,boolean)>->[-1, -1]
<com.vaadin.util.ReflectTools: void setJavaFieldValue(java.lang.Object,java.lang.reflect.Field,java.lang.Object)>->[-1, -1]
<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>

--- 链 348 ---
<javax.swing.JOptionPane: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.data.util.filter.AbstractJunctionFilter: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.data.fieldgroup.BeanFieldGroup: com.vaadin.data.fieldgroup.BeanFieldGroup createAndBindFields(java.lang.Object,java.lang.Object,boolean)>->[-1, -1]
<com.vaadin.data.fieldgroup.FieldGroup: void bindMemberFields(java.lang.Object)>->[-1, -1]
<com.vaadin.data.fieldgroup.FieldGroup: void buildAndBindMemberFields(java.lang.Object,boolean)>->[-1, -1]
<com.vaadin.util.ReflectTools: void setJavaFieldValue(java.lang.Object,java.lang.reflect.Field,java.lang.Object)>->[-1, -1]
<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>

--- 链 349 ---
<javax.swing.tree.DefaultTreeSelectionModel: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.data.util.IndexedContainer$IndexedContainerItem: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.Not: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.AbstractJunctionFilter: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.data.fieldgroup.BeanFieldGroup: com.vaadin.data.fieldgroup.BeanFieldGroup createAndBindFields(java.lang.Object,java.lang.Object,boolean)>->[-1, -1]
<com.vaadin.data.fieldgroup.FieldGroup: void bindMemberFields(java.lang.Object)>->[-1, -1]
<com.vaadin.data.fieldgroup.FieldGroup: void buildAndBindMemberFields(java.lang.Object,boolean)>->[-1, -1]
<com.vaadin.util.ReflectTools: void setJavaFieldValue(java.lang.Object,java.lang.reflect.Field,java.lang.Object)>->[-1, -1]
<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>

--- 链 350 ---
<javax.swing.JTree: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.data.sort.SortOrder: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.Like: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.IsNull: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.IndexedContainer$IndexedContainerItem: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.Not: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.AbstractJunctionFilter: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.data.fieldgroup.BeanFieldGroup: com.vaadin.data.fieldgroup.BeanFieldGroup createAndBindFields(java.lang.Object,java.lang.Object,boolean)>->[-1, -1]
<com.vaadin.data.fieldgroup.FieldGroup: void bindMemberFields(java.lang.Object)>->[-1, -1]
<com.vaadin.data.fieldgroup.FieldGroup: void buildAndBindMemberFields(java.lang.Object,boolean)>->[-1, -1]
<com.vaadin.util.ReflectTools: void setJavaFieldValue(java.lang.Object,java.lang.reflect.Field,java.lang.Object)>->[-1, -1]
<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>

--- 链 351 ---
<javax.swing.tree.DefaultTreeModel: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.data.sort.SortOrder: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.Like: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.IsNull: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.IndexedContainer$IndexedContainerItem: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.Not: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.AbstractJunctionFilter: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.data.fieldgroup.BeanFieldGroup: com.vaadin.data.fieldgroup.BeanFieldGroup createAndBindFields(java.lang.Object,java.lang.Object,boolean)>->[-1, -1]
<com.vaadin.data.fieldgroup.FieldGroup: void bindMemberFields(java.lang.Object)>->[-1, -1]
<com.vaadin.data.fieldgroup.FieldGroup: void buildAndBindMemberFields(java.lang.Object,boolean)>->[-1, -1]
<com.vaadin.util.ReflectTools: void setJavaFieldValue(java.lang.Object,java.lang.reflect.Field,java.lang.Object)>->[-1, -1]
<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>

--- 链 352 ---
<javax.swing.tree.DefaultTreeCellEditor: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.data.sort.SortOrder: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.Like: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.IsNull: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.IndexedContainer$IndexedContainerItem: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.Not: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.AbstractJunctionFilter: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.data.fieldgroup.BeanFieldGroup: com.vaadin.data.fieldgroup.BeanFieldGroup createAndBindFields(java.lang.Object,java.lang.Object,boolean)>->[-1, -1]
<com.vaadin.data.fieldgroup.FieldGroup: void bindMemberFields(java.lang.Object)>->[-1, -1]
<com.vaadin.data.fieldgroup.FieldGroup: void buildAndBindMemberFields(java.lang.Object,boolean)>->[-1, -1]
<com.vaadin.util.ReflectTools: void setJavaFieldValue(java.lang.Object,java.lang.reflect.Field,java.lang.Object)>->[-1, -1]
<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>

--- 链 353 ---
<javax.swing.JMenuBar: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.data.sort.SortOrder: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.Like: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.IsNull: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.IndexedContainer$IndexedContainerItem: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.Not: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.AbstractJunctionFilter: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.data.fieldgroup.BeanFieldGroup: com.vaadin.data.fieldgroup.BeanFieldGroup createAndBindFields(java.lang.Object,java.lang.Object,boolean)>->[-1, -1]
<com.vaadin.data.fieldgroup.FieldGroup: void bindMemberFields(java.lang.Object)>->[-1, -1]
<com.vaadin.data.fieldgroup.FieldGroup: void buildAndBindMemberFields(java.lang.Object,boolean)>->[-1, -1]
<com.vaadin.util.ReflectTools: void setJavaFieldValue(java.lang.Object,java.lang.reflect.Field,java.lang.Object)>->[-1, -1]
<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>

--- 链 354 ---
<javax.swing.tree.DefaultMutableTreeNode: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.data.sort.SortOrder: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.Like: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.IsNull: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.IndexedContainer$IndexedContainerItem: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.Not: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.AbstractJunctionFilter: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.data.fieldgroup.BeanFieldGroup: com.vaadin.data.fieldgroup.BeanFieldGroup createAndBindFields(java.lang.Object,java.lang.Object,boolean)>->[-1, -1]
<com.vaadin.data.fieldgroup.FieldGroup: void bindMemberFields(java.lang.Object)>->[-1, -1]
<com.vaadin.data.fieldgroup.FieldGroup: void buildAndBindMemberFields(java.lang.Object,boolean)>->[-1, -1]
<com.vaadin.util.ReflectTools: void setJavaFieldValue(java.lang.Object,java.lang.reflect.Field,java.lang.Object)>->[-1, -1]
<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>

--- 链 355 ---
<java.util.concurrent.ConcurrentHashMap: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.data.sort.SortOrder: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.Like: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.IsNull: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.IndexedContainer$IndexedContainerItem: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.Not: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.AbstractJunctionFilter: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.data.fieldgroup.BeanFieldGroup: com.vaadin.data.fieldgroup.BeanFieldGroup createAndBindFields(java.lang.Object,java.lang.Object,boolean)>->[-1, -1]
<com.vaadin.data.fieldgroup.FieldGroup: void bindMemberFields(java.lang.Object)>->[-1, -1]
<com.vaadin.data.fieldgroup.FieldGroup: void buildAndBindMemberFields(java.lang.Object,boolean)>->[-1, -1]
<com.vaadin.util.ReflectTools: void setJavaFieldValue(java.lang.Object,java.lang.reflect.Field,java.lang.Object)>->[-1, -1]
<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>

--- 链 356 ---
<javax.swing.JPopupMenu: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.data.sort.SortOrder: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.Like: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.IsNull: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.IndexedContainer$IndexedContainerItem: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.Not: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.AbstractJunctionFilter: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.data.fieldgroup.BeanFieldGroup: com.vaadin.data.fieldgroup.BeanFieldGroup createAndBindFields(java.lang.Object,java.lang.Object,boolean)>->[-1, -1]
<com.vaadin.data.fieldgroup.FieldGroup: void bindMemberFields(java.lang.Object)>->[-1, -1]
<com.vaadin.data.fieldgroup.FieldGroup: void buildAndBindMemberFields(java.lang.Object,boolean)>->[-1, -1]
<com.vaadin.util.ReflectTools: void setJavaFieldValue(java.lang.Object,java.lang.reflect.Field,java.lang.Object)>->[-1, -1]
<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>

--- 链 357 ---
<com.vaadin.data.util.MethodPropertyDescriptor: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.util.ReflectTools: java.lang.Class convertPrimitiveType(java.lang.Class)>->[-1, -1]
<com.vaadin.data.util.filter.Like: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.IsNull: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.IndexedContainer$IndexedContainerItem: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.Not: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.AbstractJunctionFilter: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.data.fieldgroup.BeanFieldGroup: com.vaadin.data.fieldgroup.BeanFieldGroup createAndBindFields(java.lang.Object,java.lang.Object,boolean)>->[-1, -1]
<com.vaadin.data.fieldgroup.FieldGroup: void bindMemberFields(java.lang.Object)>->[-1, -1]
<com.vaadin.data.fieldgroup.FieldGroup: void buildAndBindMemberFields(java.lang.Object,boolean)>->[-1, -1]
<com.vaadin.util.ReflectTools: void setJavaFieldValue(java.lang.Object,java.lang.reflect.Field,java.lang.Object)>->[-1, -1]
<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>

--- 链 358 ---
<com.vaadin.data.util.NestedMethodProperty: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: void initialize(java.lang.Class,java.lang.String)>->[-1, -1]
<com.vaadin.util.ReflectTools: java.lang.Class convertPrimitiveType(java.lang.Class)>->[-1, -1]
<com.vaadin.data.util.filter.IsNull: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.IndexedContainer$IndexedContainerItem: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.Not: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.AbstractJunctionFilter: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.data.fieldgroup.BeanFieldGroup: com.vaadin.data.fieldgroup.BeanFieldGroup createAndBindFields(java.lang.Object,java.lang.Object,boolean)>->[-1, -1]
<com.vaadin.data.fieldgroup.FieldGroup: void bindMemberFields(java.lang.Object)>->[-1, -1]
<com.vaadin.data.fieldgroup.FieldGroup: void buildAndBindMemberFields(java.lang.Object,boolean)>->[-1, -1]
<com.vaadin.util.ReflectTools: void setJavaFieldValue(java.lang.Object,java.lang.reflect.Field,java.lang.Object)>->[-1, -1]
<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>

--- 链 359 ---
<javax.management.BadAttributeValueExpException: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.ui.AbstractField: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.LegacyPropertyHelper: java.lang.String legacyPropertyToString(com.vaadin.data.Property)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.RowItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.RowItem: com.vaadin.data.Property getItemProperty(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.Not: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.AbstractJunctionFilter: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.data.fieldgroup.BeanFieldGroup: com.vaadin.data.fieldgroup.BeanFieldGroup createAndBindFields(java.lang.Object,java.lang.Object,boolean)>->[-1, -1]
<com.vaadin.data.fieldgroup.FieldGroup: void bindMemberFields(java.lang.Object)>->[-1, -1]
<com.vaadin.data.fieldgroup.FieldGroup: void buildAndBindMemberFields(java.lang.Object,boolean)>->[-1, -1]
<com.vaadin.util.ReflectTools: void setJavaFieldValue(java.lang.Object,java.lang.reflect.Field,java.lang.Object)>->[-1, -1]
<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>

--- 链 360 ---
<javax.management.BadAttributeValueExpException: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.MethodProperty: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: void writeAttribute(java.lang.Object,java.lang.String,org.jsoup.nodes.Attributes,java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.Design: org.jsoup.nodes.Document createHtml(com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.declarative.DesignContext: org.jsoup.nodes.Element createElement(com.vaadin.ui.Component)>->[-1, -1]
<com.vaadin.ui.Grid: void writeDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: java.util.Collection getItemIds()>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: void updateCount()>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.query.FreeformQuery: int getCount()>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.query.FreeformQuery: int countByDelegate()>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>

--- 链 361 ---
<javax.management.BadAttributeValueExpException: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.MethodProperty: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.TreeTable: java.lang.Object access$501(com.vaadin.ui.TreeTable)>->[-1, -1]
<com.vaadin.ui.Table: java.lang.Object lastItemId()>->[-1, -1]
<com.vaadin.data.util.GeneratedPropertyContainer: java.lang.Object lastItemId()>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: java.lang.Object lastItemId()>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: int size()>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: void updateCount()>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.query.FreeformQuery: int getCount()>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.query.FreeformQuery: int countByDelegate()>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
